,index,time,ghi,dhi,dni,temp_air,cloud_cover (%),wind_speed,precipitation (mm),This Month Full Load Hours (h),Total Yield (kWh),Daily Value (kWh),poa_global,theoretical_kwh,PR_Daily,Month,Daily Value Imputed,energy_mwh,co2_avoided,trees_saved,cars_offroad,homes_powered,coal_emission_avoided,coal_tonnage_avoided,gas_saved
76,76,2025-03-18,4.513,1.111,7.602600000000001,-6.183333333333334,56.5,2.2141203703703707,0.2,65.7,8388.7,53.4,4.038745585593935,0.043012640486575396,1241.4955091321722,3,53.4,0.053399999999999996,0.028836,1.3107272727272727,0.006268695652173913,0.005339999999999999,0.04806,0.0115344,12.537391304347828
77,77,2025-03-19,4.48,1.344,7.2355,-4.383333333333334,42.416666666666664,3.252314814814815,0.0,65.7,8388.7,50.0,4.126917686570662,0.04395167336197755,1137.6131140266173,3,50.0,0.05,0.027000000000000003,1.2272727272727275,0.005869565217391306,0.005,0.045000000000000005,0.0108,11.739130434782611
78,78,2025-03-20,2.946,2.659,0.9477000000000001,-4.254166666666666,95.04166666666667,1.4097222222222223,0.1,65.7,8388.7,37.2,2.8983165938432185,0.03086707172443028,1205.1677701113908,3,37.2,0.037200000000000004,0.020088000000000005,0.9130909090909094,0.004366956521739132,0.00372,0.03348,0.008035200000000003,8.733913043478264
79,79,2025-03-21,3.973,2.04,4.202100000000001,-3.204166666666667,84.70833333333333,1.4178240740740742,0.2,65.7,8388.7,48.3,3.609147228972824,0.03843741798856057,1256.5880469488,3,48.3,0.048299999999999996,0.026082,1.1855454545454547,0.0056700000000000006,0.004829999999999999,0.043469999999999995,0.0104328,11.340000000000002
80,80,2025-03-22,4.695,1.135,7.5987,-0.8416666666666667,55.75,2.6400462962962963,0.1,65.7,8388.7,52.0,4.11455800996052,0.04382004280607954,1186.6715929539344,3,52.0,0.052,0.02808,1.2763636363636364,0.006104347826086957,0.0052,0.0468,0.011232,12.208695652173915
81,81,2025-03-23,4.802,1.131,8.2008,-1.3625,47.5,2.7511574074074074,0.0,65.7,8388.7,53.9,4.361955561165882,0.04645482672641664,1160.266947446166,3,53.9,0.053899999999999997,0.029106,1.3230000000000002,0.006327391304347826,0.00539,0.04851,0.0116424,12.654782608695655
82,82,2025-03-24,4.542,1.345,6.3071,1.8041666666666665,68.75,2.6458333333333335,0.8,65.7,8388.7,45.4,3.8224461375178906,0.04070905136456553,1115.2310967265041,3,45.4,0.045399999999999996,0.024516,1.1143636363636364,0.005329565217391304,0.00454,0.04086,0.0098064,10.65913043478261
83,83,2025-03-25,4.589,1.753,6.6548,1.9375,36.041666666666664,3.0740740740740744,0.0,65.7,8388.7,53.0,4.351836835710937,0.046347062300321484,1143.5460495115863,3,53.0,0.053,0.02862,1.300909090909091,0.006221739130434783,0.0053,0.0477,0.011448,12.443478260869567
84,84,2025-03-26,4.514,1.483,5.9849,0.8708333333333332,76.58333333333333,2.1423611111111107,0.0,65.7,8388.7,41.8,3.842346402363763,0.040920989185174075,1021.4806834421391,3,41.8,0.0418,0.022572,1.026,0.004906956521739131,0.00418,0.03762,0.0090288,9.81391304347826
85,85,2025-03-27,1.405,1.365,0.114,-0.7541666666666665,100.0,4.407407407407407,10.0,65.7,8388.7,0.5,1.342660493370111,0.014299334254391682,34.96666286029628,3,0.5,0.0005,0.00027,0.012272727272727274,5.869565217391305e-05,5e-05,0.00045000000000000004,0.000108,0.1173913043478261
86,86,2025-03-28,2.861,2.805,0.1052,-6.895833333333333,100.0,4.907407407407407,10.2,65.7,8388.7,0.2,2.7072244069756275,0.02883193993429043,6.936751410269686,3,0.2,0.0002,0.00010800000000000001,0.00490909090909091,2.3478260869565222e-05,2e-05,0.00018,4.3200000000000007e-05,0.046956521739130445
87,87,2025-03-29,4.019,3.274,1.3662999999999998,-8.645833333333334,99.83333333333333,1.681712962962963,1.3,65.7,8388.7,0.6,3.6722568875915615,0.03910953585285013,15.341526993761923,3,0.6,0.0006,0.000324,0.01472727272727273,7.043478260869566e-05,5.9999999999999995e-05,0.00054,0.0001296,0.14086956521739133
88,88,2025-03-30,4.855,2.417,4.429,-7.620833333333334,83.5,1.9652777777777777,0.0,65.7,8388.7,1.0,4.126676751848615,0.04394910740718774,22.753590664197496,3,1.0,0.001,0.00054,0.024545454545454547,0.0001173913043478261,0.0001,0.0009000000000000001,0.000216,0.2347826086956522
89,89,2025-03-31,4.972,2.203,6.1592,-4.729166666666667,28.75,3.0868055555555554,0.0,65.7,8388.7,17.5,4.637295318909985,0.04938719514639134,354.34286049505897,3,17.5,0.0175,0.009450000000000002,0.4295454545454547,0.002054347826086957,0.0017500000000000003,0.015750000000000004,0.003780000000000001,4.108695652173914
90,90,2025-04-01,4.52,2.352,3.797,-0.5916666666666667,83.5,2.9710648148148144,0.2,113.1,8388.7,38.8,3.8159050105695442,0.04063938836256564,954.7387783951008,4,38.8,0.038799999999999994,0.020952,0.9523636363636363,0.004554782608695652,0.0038799999999999993,0.03491999999999999,0.008380799999999999,9.109565217391305
91,91,2025-04-02,5.423,1.508,7.5453,-5.4125000000000005,67.625,2.1099537037037037,0.0,113.1,8388.7,56.3,4.580143018144786,0.048778523143241964,1154.1964859139057,4,56.3,0.056299999999999996,0.030402,1.381909090909091,0.006609130434782609,0.00563,0.05067,0.0121608,13.218260869565217
92,92,2025-04-03,4.863,2.493,4.4607,-5.033333333333333,56.333333333333336,3.221064814814815,1.5,113.1,8388.7,49.1,4.23588722464422,0.045112198942460935,1088.3973991741207,4,49.1,0.049100000000000005,0.026514000000000003,1.2051818181818184,0.005763913043478262,0.00491,0.04419000000000001,0.010605600000000001,11.527826086956525
93,93,2025-04-04,5.742,1.328,8.9864,-6.704166666666667,9.75,1.7916666666666667,0.0,113.1,8388.7,58.3,5.031049059152172,0.05358067247997063,1088.0789154296922,4,58.3,0.0583,0.031482,1.4310000000000003,0.006843913043478262,0.00583,0.052469999999999996,0.012592800000000001,13.687826086956525
94,94,2025-04-05,5.638,1.367,8.6754,0.2333333333333333,19.208333333333332,2.6377314814814814,0.0,113.1,8388.7,56.8,4.949507699411818,0.05271225699873586,1077.5482446399928,4,56.8,0.056799999999999996,0.030672,1.3941818181818184,0.006667826086956523,0.005679999999999999,0.05112,0.0122688,13.335652173913045
95,95,2025-04-06,5.605,1.268,8.475,2.158333333333333,20.458333333333332,1.6875,0.0,113.1,8388.7,56.5,4.785188376912335,0.05096225621411636,1108.6636306410176,4,56.5,0.0565,0.030510000000000002,1.386818181818182,0.006632608695652175,0.0056500000000000005,0.05085,0.012204000000000001,13.265217391304349
96,96,2025-04-07,4.93,1.919,6.3292,5.0125,70.95833333333333,2.5358796296296293,0.0,113.1,8388.7,39.9,4.501333105899517,0.047939197577829856,832.3042941055047,4,39.9,0.0399,0.021546,0.9793636363636364,0.004683913043478261,0.00399,0.03591,0.0086184,9.367826086956523
97,97,2025-04-08,3.827,1.84,3.2965,7.0,87.41666666666667,3.494212962962963,7.0,113.1,8388.7,38.0,3.1540458897011314,0.03359058872531705,1131.269246595836,4,38.0,0.038,0.02052,0.9327272727272727,0.004460869565217391,0.0038,0.0342,0.008208,8.921739130434784
98,98,2025-04-09,5.311,1.145,7.6295,6.25,47.458333333333336,2.4618055555555554,0.9,113.1,8388.7,55.5,4.345219978232171,0.046276592768172614,1199.3104219671702,4,55.5,0.0555,0.029970000000000004,1.3622727272727275,0.006515217391304349,0.00555,0.04995,0.011988000000000002,13.030434782608697
99,99,2025-04-10,5.578,1.069,8.3433,6.6499999999999995,27.833333333333332,2.5856481481481484,0.0,113.1,8388.7,52.4,4.587616114807182,0.04885811162269649,1072.4933539113322,4,52.4,0.052399999999999995,0.028295999999999998,1.286181818181818,0.006151304347826087,0.00524,0.047159999999999994,0.0113184,12.302608695652175
100,100,2025-04-11,5.586,1.239,8.2364,10.129166666666666,41.583333333333336,5.304398148148149,0.0,113.1,8388.7,51.0,4.711882419853476,0.050181547771439516,1016.3098243260305,4,51.0,0.051,0.02754,1.2518181818181817,0.005986956521739131,0.0050999999999999995,0.045899999999999996,0.011016,11.97391304347826
101,101,2025-04-12,5.022,1.873,5.8862,5.55,60.916666666666664,3.7650462962962963,0.1,113.1,8388.7,0.0,4.3133169275355066,0.04593682527825314,0.0,4,47.01223273617259,0.04701223273617259,0.0253866056775332,1.1539366217060545,0.0055188273212028694,0.004701223273617259,0.04231100946255533,0.01015464227101328,11.037654642405741
102,102,2025-04-13,5.226,1.834,6.3980999999999995,4.295833333333333,59.458333333333336,4.7719907407407405,0.2,113.1,8388.7,51.0,4.504029286830757,0.04796791190474757,1063.2107585019212,4,51.0,0.051,0.02754,1.2518181818181817,0.005986956521739131,0.0050999999999999995,0.045899999999999996,0.011016,11.97391304347826
103,103,2025-04-14,3.906,2.125,3.1558,4.341666666666667,75.70833333333333,2.3506944444444446,0.0,113.1,8388.7,0.0,3.386302896445504,0.03606412584714462,0.0,4,36.908407742213356,0.03690840774221336,0.019930540180795216,0.9059336445816007,0.00433272612625983,0.003690840774221336,0.033217566967992024,0.007972216072318086,8.66545225251966
104,104,2025-04-15,5.139,1.858,6.2187,9.1625,77.25,4.0625,0.1,113.1,8388.7,0.0,4.464191218626656,0.04754363647837388,0.0,4,48.65666030916219,0.04865666030916219,0.026274596566947587,1.194299843952163,0.00571186881890165,0.0048656660309162195,0.043790994278245975,0.010509838626779035,11.423737637803299
105,105,2025-04-16,3.086,2.26,2.0723000000000003,4.2250000000000005,45.083333333333336,5.898148148148147,0.5,113.1,8388.7,43.9,3.044048968367716,0.03241912151311618,1354.1390991189835,4,43.9,0.0439,0.023706,1.0775454545454546,0.005153478260869566,0.00439,0.03951,0.0094824,10.306956521739133
106,106,2025-04-17,6.303,1.153,9.713899999999999,3.5208333333333335,32.833333333333336,4.596064814814815,0.4,113.1,8388.7,78.8,5.335504431138001,0.05682312219161971,1386.7594204744603,4,78.8,0.0788,0.042552,1.9341818181818182,0.009250434782608697,0.00788,0.07092,0.0170208,18.500869565217393
107,107,2025-04-18,5.568,1.623,7.5153,3.9375,57.708333333333336,3.574074074074074,0.0,113.1,8388.7,0.0,4.830364898486896,0.05144338616888544,0.0,4,52.647705379269354,0.052647705379269355,0.028429760904805455,1.292261859309339,0.0061803828053924904,0.005264770537926936,0.04738293484134242,0.011371904361922182,12.360765610784982
108,108,2025-04-19,5.717,1.485,7.1547,10.220833333333333,69.20833333333333,5.447916666666667,0.7,113.1,8388.7,0.0,4.557885851032249,0.04854148431349345,0.0,4,49.67786833509286,0.04967786833509286,0.02682604890095015,1.2193658591340977,0.00583174976107612,0.004967786833509286,0.04471008150158358,0.01073041956038006,11.66349952215224
109,109,2025-04-20,6.056,1.408,8.434700000000001,5.379166666666666,34.541666666666664,2.6747685185185186,0.2,113.1,8388.7,0.0,5.052017535971755,0.05380398675809919,0.0,4,55.06356898379669,0.05506356898379669,0.029734327251250213,1.3515603296022825,0.006463984185054394,0.005506356898379669,0.049557212085417024,0.011893730900500086,12.92796837010879
110,110,2025-04-21,5.191,2.317,5.5047,4.566666666666666,70.79166666666667,1.5659722222222223,0.0,113.1,8388.7,0.0,4.628687729384893,0.04929552431794911,0.0,4,50.449560849042804,0.050449560849042806,0.027242762858483118,1.2383074026583236,0.005922339751844157,0.00504495608490428,0.045404604764138524,0.010897105143393248,11.844679503688313
111,111,2025-04-22,5.474,1.613,6.1922999999999995,4.575,72.08333333333333,2.115740740740741,3.7,113.1,8388.7,0.0,4.281066383923474,0.045593356988785,0.0,4,46.66072365681931,0.04666072365681931,0.02519679077468243,1.1453086715764742,0.005477563211887485,0.004666072365681931,0.04199465129113738,0.010078716309872972,10.95512642377497
112,112,2025-04-23,5.172,2.105,5.4176,6.4125000000000005,79.04166666666667,2.761574074074074,0.5,113.1,8388.7,0.0,4.405483525482584,0.04691839954638951,0.0,4,48.01678622157227,0.048016786221572266,0.025929064559649027,1.1785938436204104,0.005636753165141093,0.004801678622157227,0.04321510759941504,0.010371625823859611,11.273506330282187
113,113,2025-04-24,6.059,1.619,8.2479,6.425,17.916666666666668,1.2233796296296295,0.0,113.1,8388.7,0.0,5.206672132015705,0.05545105820596726,0.0,4,56.74919932005189,0.056749199320051895,0.030644567632828024,1.3929348924012739,0.006661862528875658,0.00567491993200519,0.051074279388046706,0.01225782705313121,13.323725057751316
114,114,2025-04-25,6.426,1.297,8.9686,10.983333333333334,8.0,4.645833333333333,0.0,113.1,8388.7,0.0,5.236822912948771,0.055772164022904414,0.0,4,57.07782240855111,0.05707782240855111,0.0308220241006176,1.4010010954826184,0.006700440021873392,0.005707782240855111,0.051370040167696,0.01232880964024704,13.400880043746783
115,115,2025-04-26,6.322,1.39,8.872,13.575000000000001,44.041666666666664,3.2164351851851847,0.0,113.1,8388.7,81.0,5.289840280005918,0.05633679898206303,1437.7813696122396,4,81.0,0.081,0.04374,1.9881818181818183,0.009508695652173915,0.0081,0.0729,0.017496,19.01739130434783
116,116,2025-04-27,5.02,3.088,3.0091,7.695833333333333,94.79166666666667,4.446759259259259,3.8000000000000003,113.1,8388.7,5.8,4.2870389100390875,0.04565696439191628,127.03428879356048,4,5.8,0.0058,0.003132,0.14236363636363636,0.0006808695652173913,0.00058,0.00522,0.0012527999999999999,1.3617391304347826
117,117,2025-04-28,5.849,2.071,6.748399999999999,6.129166666666666,46.041666666666664,2.969907407407408,0.0,113.1,8388.7,0.0,5.002364435981786,0.053275181243206016,0.0,4,54.52238382814557,0.054522383828145574,0.029442087267198613,1.3382766939635733,0.0064004537537388296,0.005452238382814558,0.04907014544533102,0.011776834906879445,12.800907507477659
118,118,2025-04-29,5.86,1.703,6.5843,11.333333333333334,74.66666666666667,4.714120370370371,0.9,113.1,8388.7,35.1,4.594455865264257,0.04893095496506433,717.337317962845,4,35.1,0.0351,0.018954000000000002,0.8615454545454547,0.004120434782608697,0.00351,0.03159,0.007581600000000001,8.240869565217393
119,119,2025-04-30,4.305,2.379,4.3567,9.616666666666667,57.166666666666664,4.766203703703704,0.2,113.1,8388.7,27.5,4.220473721839824,0.04494804513759412,611.817486518435,4,27.5,0.0275,0.01485,0.675,0.0032282608695652177,0.00275,0.02475,0.00594,6.4565217391304355
120,120,2025-05-01,6.575,1.331,8.9748,9.25,35.125,2.0902777777777777,0.0,126.48,8388.7,33.1,5.335385804325652,0.05682185881606819,582.522301974393,5,33.1,0.033100000000000004,0.017874000000000004,0.8124545454545457,0.003885652173913045,0.0033100000000000004,0.029790000000000004,0.007149600000000002,7.77130434782609
121,121,2025-05-02,6.985,1.21,10.0758,14.341666666666667,16.916666666666668,2.4652777777777777,0.0,126.48,8388.7,86.8,5.729498831155676,0.06101916255180795,1422.5039540046619,5,86.8,0.0868,0.046872000000000004,2.1305454545454547,0.010189565217391306,0.00868,0.07812000000000001,0.018748800000000003,20.379130434782613
122,122,2025-05-03,6.969,1.191,10.261700000000001,16.766666666666666,4.958333333333333,2.1828703703703702,0.0,126.48,8388.7,80.8,5.805886935737258,0.061832695865601785,1306.752016370516,5,80.8,0.0808,0.043632000000000004,1.9832727272727275,0.009485217391304349,0.00808,0.07271999999999999,0.0174528,18.9704347826087
123,123,2025-05-04,6.618,1.504,8.1275,12.816666666666668,66.79166666666667,6.045138888888888,0.9,126.48,8388.7,0.1,5.149153523433872,0.05483848502457074,1.8235368820855344,5,0.1,0.0001,5.4000000000000005e-05,0.002454545454545455,1.1739130434782611e-05,1e-05,9e-05,2.1600000000000003e-05,0.023478260869565223
124,124,2025-05-05,6.656,1.673,8.7181,9.566666666666666,18.583333333333332,3.849537037037037,0.0,126.48,8388.7,0.0,5.581500464799667,0.05944297995011645,0.0,5,58.73600040572629,0.05873600040572629,0.031717440219092195,1.4417018281405545,0.006895095699802652,0.005873600040572629,0.05286240036515366,0.012686976087636878,13.790191399605304
125,125,2025-05-06,6.933,1.391,9.3792,11.991666666666667,12.416666666666666,4.184027777777778,0.0,126.48,8388.7,0.0,5.630081457685312,0.05996036752434858,0.0,5,59.24723447904358,0.05924723447904358,0.03199350661868353,1.4542503008492516,0.0069551101344964205,0.0059247234479043575,0.05332251103113922,0.012797402647473413,13.910220268992841
126,126,2025-05-07,6.772,1.885,8.8435,16.216666666666665,61.083333333333336,5.181712962962963,0.0,126.48,8388.7,53.1,5.857492407891765,0.06238229414404729,851.2030653663763,5,53.1,0.0531,0.028674,1.3033636363636365,0.006233478260869566,0.0053100000000000005,0.04779,0.0114696,12.466956521739133
127,127,2025-05-08,5.158,2.54,4.5335,12.045833333333334,51.958333333333336,4.6261574074074066,0.6000000000000001,126.48,8388.7,5.9,4.504397832266378,0.04797183691363692,122.98882802052576,5,5.9,0.005900000000000001,0.0031860000000000005,0.14481818181818185,0.000692608695652174,0.00059,0.0053100000000000005,0.0012744000000000002,1.3852173913043482
128,128,2025-05-09,5.05,2.752,4.5846,10.0625,69.20833333333333,2.8437499999999996,0.0,126.48,8388.7,67.5,4.728658593021141,0.05036021401567514,1340.343787637398,5,67.5,0.0675,0.03645,1.656818181818182,0.007923913043478262,0.006750000000000001,0.060750000000000005,0.014580000000000001,15.847826086956525
129,129,2025-05-10,5.894,2.19,5.9523,12.612499999999999,99.0,1.9548611111111112,0.0,126.48,8388.7,70.1,4.844623356607366,0.05159523874786844,1358.6524978120397,5,70.1,0.0701,0.037854,1.7206363636363637,0.008229130434782609,0.00701,0.06309,0.0151416,16.45826086956522
130,130,2025-05-11,5.991,2.04,6.4556000000000004,13.033333333333333,78.16666666666667,1.6238425925925928,0.2,126.48,8388.7,83.1,4.942119011122429,0.052633567468453865,1578.840348410856,5,83.1,0.0831,0.044874,2.039727272727273,0.009755217391304348,0.00831,0.07479,0.0179496,19.510434782608694
131,131,2025-05-12,2.906,2.36,1.1853,12.504166666666668,99.79166666666667,2.5497685185185186,2.8,126.48,8388.7,21.9,2.7914390661691932,0.029728826054701903,736.6587553677149,5,21.9,0.0219,0.011826,0.5375454545454545,0.0025708695652173915,0.00219,0.01971,0.0047304,5.141739130434783
132,132,2025-05-13,6.104,1.772,6.7875,11.15,46.75,2.079861111111111,0.9,126.48,8388.7,0.0,4.860400607518773,0.05176326647007493,0.0,5,51.14762488252548,0.05114762488252548,0.02761971743656376,1.2554417016619892,0.006004286399252992,0.005114762488252548,0.046032862394272935,0.011047886974625503,12.008572798505984
133,133,2025-05-14,5.051,2.788,3.5835,13.341666666666667,78.0,2.2881944444444446,2.3000000000000003,126.48,8388.7,58.4,4.329125767988892,0.046105189429081705,1266.6686922484068,5,58.4,0.0584,0.031536,1.4334545454545455,0.006855652173913044,0.00584,0.05256,0.012614400000000001,13.711304347826088
134,134,2025-05-15,3.363,2.882,0.74,8.833333333333334,100.0,4.611111111111111,5.5,126.48,8388.7,10.0,3.085445336016446,0.032859992828575144,304.32142977535807,5,10.0,0.01,0.0054,0.24545454545454548,0.001173913043478261,0.001,0.009000000000000001,0.00216,2.347826086956522
135,135,2025-05-16,5.408,2.767,4.7956,7.083333333333333,48.208333333333336,1.5555555555555556,0.0,126.48,8388.7,7.5,4.88222335221203,0.05199567870105812,144.24275607825413,5,7.5,0.0075,0.00405,0.18409090909090908,0.0008804347826086957,0.00075,0.00675,0.00162,1.7608695652173914
136,136,2025-05-17,5.175,3.203,3.345,10.454166666666667,100.0,3.3113425925925926,0.1,126.48,8388.7,77.0,4.620415561141861,0.04920742572616082,1564.8044754160637,5,77.0,0.077,0.04158,1.8900000000000001,0.009039130434782609,0.0077,0.0693,0.016632,18.078260869565216
137,137,2025-05-18,6.105,1.934,6.6835,11.674999999999999,52.583333333333336,4.4780092592592595,0.30000000000000004,126.48,8388.7,42.0,5.00189719182023,0.05327020509288546,788.4332325502787,5,42.0,0.042,0.022680000000000002,1.030909090909091,0.004930434782608697,0.004200000000000001,0.0378,0.009072,9.860869565217394
138,138,2025-05-19,2.807,2.362,0.8489,8.779166666666667,99.91666666666667,4.4571759259259265,2.3,126.48,8388.7,21.3,2.64488527409287,0.028168028169089067,756.1764661743033,5,21.3,0.0213,0.011502,0.5228181818181818,0.002500434782608696,0.00213,0.01917,0.0046008,5.000869565217392
139,139,2025-05-20,2.754,2.362,0.7302000000000001,8.983333333333333,100.0,2.041666666666667,1.1,126.48,8388.7,17.4,2.5897216752927967,0.02758053584186828,630.8796935549799,5,17.4,0.0174,0.009396,0.42709090909090913,0.002042608695652174,0.0017399999999999998,0.01566,0.0037584,4.085217391304348
140,140,2025-05-21,2.088,1.967,0.1911,8.700000000000001,100.0,2.03125,5.5,126.48,8388.7,30.7,1.9593559863817644,0.02086714125496579,1471.2125453549736,5,30.7,0.030699999999999998,0.016578,0.7535454545454545,0.0036039130434782607,0.00307,0.02763,0.006631199999999999,7.207826086956522
141,141,2025-05-22,5.42,2.339,4.187,9.604166666666666,85.83333333333333,1.773148148148148,1.5,126.48,8388.7,52.9,4.231179819881261,0.04506206508173543,1173.9364342057515,5,52.9,0.052899999999999996,0.028566,1.2984545454545455,0.006210000000000001,0.0052899999999999996,0.04761,0.0114264,12.420000000000002
142,142,2025-05-23,6.751,2.004,7.4192,12.041666666666666,48.5,2.2800925925925926,4.6,126.48,8388.7,21.6,5.4609163833394785,0.05815875948256544,371.39719265289943,5,21.6,0.0216,0.011664,0.5301818181818182,0.002535652173913044,0.00216,0.019440000000000002,0.004665600000000001,5.071304347826088
143,143,2025-05-24,7.244,1.581,9.1488,14.25,29.291666666666668,4.055555555555555,0.1,126.48,8388.7,94.2,5.895728031099051,0.0627895035312049,1500.2507537455656,5,94.2,0.0942,0.050868000000000003,2.3121818181818186,0.011058260869565219,0.009420000000000001,0.08478000000000001,0.020347200000000003,22.116521739130437
144,144,2025-05-25,7.618,1.373,10.1759,17.395833333333332,42.791666666666664,4.905092592592593,0.0,126.48,8388.7,95.2,6.202127856398008,0.06605266167063877,1441.2742437950474,5,95.2,0.0952,0.05140800000000001,2.3367272727272734,0.011175652173913047,0.00952,0.08568,0.020563200000000004,22.351304347826094
145,145,2025-05-26,7.476,1.439,10.1268,20.6125,12.541666666666666,5.166666666666666,4.0,126.48,8388.7,83.7,6.249652032336806,0.06655879414438698,1257.5348017638112,5,83.7,0.0837,0.045198,2.0544545454545458,0.009825652173913044,0.008369999999999999,0.07533,0.0180792,19.651304347826088
146,146,2025-05-27,6.919,1.502,8.239,17.845833333333335,60.541666666666664,3.104166666666666,0.6000000000000001,126.48,8388.7,75.2,5.416978635771246,0.057690822470963764,1303.500223763472,5,75.2,0.0752,0.040608000000000005,1.8458181818181822,0.008827826086956524,0.007520000000000001,0.06768,0.016243200000000003,17.655652173913047
147,147,2025-05-28,7.682,1.404,10.021700000000001,19.145833333333332,49.875,2.4768518518518516,0.0,126.48,8388.7,0.0,6.193371294053101,0.06595940428166552,0.0,5,65.17492225155144,0.06517492225155144,0.03519445801583778,1.5997480916289901,0.007650969133877779,0.006517492225155144,0.0586574300263963,0.014077783206335112,15.301938267755558
148,148,2025-05-29,7.872,1.242,11.0136,22.77916666666667,0.375,4.767361111111111,0.0,126.48,8388.7,0.0,6.528318093507849,0.0695265876958586,0.0,5,68.69967970212292,0.06869967970212291,0.037097827039146374,1.6862648654157444,0.008064745008510081,0.006869967970212292,0.061829711731910625,0.01483913081565855,16.129490017020164
149,149,2025-05-30,8.02,1.288,10.7386,18.366666666666667,32.708333333333336,4.813657407407407,2.1,126.48,8388.7,93.4,6.454866990120593,0.06874433344478431,1358.657438653023,5,93.4,0.09340000000000001,0.05043600000000001,2.292545454545455,0.010964347826086959,0.009340000000000001,0.08406000000000001,0.020174400000000002,21.928695652173918
150,150,2025-05-31,7.296,1.996,8.6603,20.20416666666667,49.125,2.5196759259259256,0.0,126.48,8388.7,68.8,6.122197855394674,0.06520140715995326,1055.1919505543585,5,68.8,0.0688,0.037152000000000004,1.688727272727273,0.008076521739130437,0.00688,0.06192,0.014860800000000002,16.153043478260873
151,151,2025-06-01,7.112,1.81,8.5213,13.670833333333334,59.291666666666664,7.357638888888889,2.4,111.82,8388.7,24.3,5.888499641603909,0.06271252118308163,387.48242841424104,6,24.3,0.024300000000000002,0.013122000000000002,0.5964545454545456,0.0028526086956521747,0.0024300000000000003,0.021870000000000004,0.0052488000000000005,5.705217391304349
152,152,2025-06-02,6.966,2.058,7.845,12.112499999999999,43.541666666666664,4.814814814814814,2.0,111.82,8388.7,67.2,5.802100248333823,0.06179236764475522,1087.5129495981332,6,67.2,0.06720000000000001,0.03628800000000001,1.649454545454546,0.007888695652173915,0.006720000000000001,0.06048000000000001,0.014515200000000002,15.777391304347832
153,153,2025-06-03,7.325,1.852,8.446399999999999,13.079166666666666,47.041666666666664,3.759259259259259,0.0,111.82,8388.7,79.0,5.913651601276718,0.06298038955359704,1254.35870689193,6,79.0,0.079,0.042660000000000003,1.9390909090909094,0.009273913043478263,0.0079,0.0711,0.017064000000000003,18.547826086956526
154,154,2025-06-04,7.368,1.819,8.568200000000001,12.945833333333333,46.0,2.3275462962962963,0.5,111.82,8388.7,73.2,5.951301671919449,0.06338136280594213,1154.9136332729242,6,73.2,0.0732,0.039528,1.796727272727273,0.00859304347826087,0.00732,0.06588000000000001,0.0158112,17.18608695652174
155,155,2025-06-05,7.645,2.026,9.1949,16.841666666666665,58.625,2.616898148148148,0.0,111.82,8388.7,86.3,6.460898172231695,0.06880856553426755,1254.204317876987,6,86.3,0.0863,0.046602000000000005,2.1182727272727275,0.010130869565217393,0.00863,0.07767,0.018640800000000003,20.261739130434787
156,156,2025-06-06,6.348,1.811,6.0255,19.829166666666666,84.125,4.427083333333333,0.2,111.82,8388.7,41.8,4.7135352133747865,0.05019915002244148,832.6834215582007,6,41.8,0.0418,0.022572,1.026,0.004906956521739131,0.00418,0.03762,0.0090288,9.81391304347826
157,157,2025-06-07,6.661,2.383,6.8009,15.950000000000001,41.541666666666664,7.350694444444445,0.30000000000000004,111.82,8388.7,37.6,5.634900456115465,0.06001168985762971,626.5445963811607,6,37.6,0.0376,0.020304000000000003,0.9229090909090911,0.004413913043478262,0.0037600000000000003,0.03384,0.008121600000000001,8.827826086956524
158,158,2025-06-08,8.113,1.323,11.0854,15.820833333333333,12.75,3.261574074074074,0.0,111.82,8388.7,87.1,6.760420860006532,0.07199848215906957,1209.7477250640638,6,87.1,0.0871,0.047034,2.137909090909091,0.010224782608695653,0.008709999999999999,0.07839,0.0188136,20.449565217391307
159,159,2025-06-09,8.017,1.478,10.133,20.8875,26.5,4.731481481481482,0.0,111.82,8388.7,95.0,6.4504601979393,0.06869740110805354,1382.8761855281152,6,95.0,0.095,0.051300000000000005,2.331818181818182,0.01115217391304348,0.0095,0.0855,0.020520000000000004,22.30434782608696
160,160,2025-06-10,7.991,1.509,10.8817,16.545833333333334,8.75,2.6261574074074074,0.0,111.82,8388.7,83.5,6.8544493349586375,0.07299988541730948,1143.8374118351803,6,83.5,0.0835,0.045090000000000005,2.049545454545455,0.00980217391304348,0.00835,0.07515000000000001,0.018036000000000003,19.60434782608696
161,161,2025-06-11,6.403,2.612,6.0523,15.016666666666666,52.625,2.638888888888889,0.6,111.82,8388.7,62.0,5.504992324150041,0.058628168252197924,1057.512145583291,6,62.0,0.062,0.03348,1.521818181818182,0.007278260869565218,0.0062,0.0558,0.013392000000000001,14.556521739130437
162,162,2025-06-12,2.95,1.987,2.1877,15.1625,91.16666666666667,4.299768518518518,0.4,111.82,8388.7,14.6,2.9755815566969446,0.03168994357882246,460.7139789847019,6,14.6,0.0146,0.007884,0.3583636363636364,0.001713913043478261,0.00146,0.01314,0.0031536000000000003,3.427826086956522
163,163,2025-06-13,2.212,1.968,0.3342,14.487499999999999,99.83333333333333,4.311342592592593,10.1,111.82,8388.7,23.6,2.0373295961441302,0.021697560198934984,1087.67989504914,6,23.6,0.023600000000000003,0.012744000000000002,0.5792727272727274,0.002770434782608696,0.00236,0.021240000000000002,0.005097600000000001,5.540869565217393
