,time,ghi,dhi,dni,temp_air,cloud_cover (%),wind_speed,precipitation (mm),Energy per inverter | Primo 7.6-1 208-240 (1),Energy per inverter | Primo 7.6-1 208-240 (2),Energy per inverter | Primo 7.6-1 208-240 (3),Total system,poa_global,theoretical_kwh,PR_Daily,Month,Daily Value Imputed,energy_mwh,co2_avoided,trees_saved,cars_offroad,homes_powered,coal_emission_avoided,coal_tonnage_avoided,gas_saved
44,2025-10-03,3.255,0.743,6.377,11.541666666666666,33.791666666666664,2.6479166666666667,0.0,25.79056,24.45282,23.92358,74.16696,0.7477393513411255,0.01721669856462941,4307.850295548021,10,74.16696,0.07416696,0.04005015840000001,1.820461745454546,2.3478260869565222e-05,0.007416696,0.066750264,0.016020063360000003,17.413112347826093
45,2025-10-04,2.924,1.074,4.6181,9.420833333333333,49.458333333333336,3.825416666666667,0.1,19.05627,17.71889,15.8298,52.60496,1.0510233567490315,0.02419981278914645,2173.7754939820516,10,52.60496,0.05260496,0.028406678400000003,1.2912126545454548,2.3478260869565222e-05,0.005260496,0.047344464,0.011362671360000002,12.350729739130438
46,2025-10-05,3.374,0.708,6.6195,3.85,33.041666666666664,3.3470833333333334,0.0,31.05359,28.94616,27.7555,87.75524,0.7170767788936043,0.016510692834025238,5315.054969659056,10,87.75524,0.08775524,0.0473878296,2.1539922545454546,3.521739130434783e-05,0.008775524,0.078979716,0.01895513184,20.603404173913045
47,2025-10-06,1.647,1.344,0.733,7.6875,95.95833333333333,2.4316666666666666,0.2,19.05401,17.69441,15.47276,52.22118,1.2815510913390218,0.029507713878080974,1769.7467250687666,10,52.22118,0.05222118,0.0281994372,1.2817926000000002,4.6956521739130444e-05,0.0052221179999999996,0.046999062,0.01127977488,12.260624869565218
48,2025-10-07,2.886,0.934,5.104,11.087499999999999,67.125,2.6020833333333333,0.30000000000000004,20.56653,19.00597,17.18315,56.75565,0.9197651991520968,0.021177593710477026,2679.985780061581,10,56.75565,0.056755650000000005,0.030648051000000006,1.3930932272727277,4.6956521739130444e-05,0.0056755650000000005,0.051080085000000004,0.012259220400000003,13.325239565217394
49,2025-10-08,2.528,0.867,4.1048,11.341666666666667,54.791666666666664,3.5262499999999997,0.0,22.96198,20.74321,18.92424,62.62942,0.8512579849446715,0.01960021510335106,3195.3435036175806,10,62.62942,0.06262942,0.033819886800000004,1.537267581818182,5.869565217391305e-05,0.0062629420000000005,0.056366478000000005,0.013527954720000002,14.704298608695655
50,2025-10-09,3.249,0.583,7.239199999999999,6.3,0.125,2.1925,0.0,29.93844,27.64959,26.42236,84.01039,0.5983568380912087,0.013777166197050078,6097.798981185843,10,84.01039,0.08401039,0.04536561060000001,2.0620732090909097,3.521739130434783e-05,0.008401039,0.075609351,0.018146244240000005,19.724178521739137
51,2025-10-10,3.142,0.571,7.117,9.658333333333333,4.583333333333333,2.455833333333333,0.0,27.12437,24.99406,23.82348,75.94191,0.585368775444119,0.01347811605460084,5634.460312728703,10,75.94191,0.07594190999999999,0.041008631399999995,1.8640287,0.00032869565217391307,0.007594190999999998,0.06834771899999999,0.016403452559999997,17.829839739130435
52,2025-10-11,1.466,0.945,1.9785000000000001,12.045833333333334,67.95833333333333,4.8125,1.1,9.11303,8.51051,7.21899,24.84253,0.9062478480446489,0.02086635670122804,1190.5542666457893,10,24.84253,0.02484253,0.013414966200000001,0.609771190909091,0.0027586956521739136,0.002484253,0.022358277000000003,0.00536598648,5.832594000000001
53,2025-10-12,1.596,1.258,0.8897,1.7666666666666666,99.41666666666667,5.387083333333333,1.1,12.48736,11.45274,9.63138,33.57148,1.2004579109254165,0.027640543399057714,1214.5738061410354,10,33.57148,0.03357148,0.0181285992,0.8240272363636365,0.004249565217391305,0.003357148,0.030214332,0.007251439680000001,7.8819996521739135
54,2025-10-13,2.386,1.067,3.7194000000000003,-0.7291666666666666,86.125,2.5566666666666666,0.0,28.24536,24.67895,23.54608,76.47039,1.0354824762402892,0.02384198401543266,3207.383661967961,10,76.47039,0.07647039,0.0412940106,1.877000481818182,0.00508304347826087,0.007647039,0.068823351,0.01651760424,17.953917652173914
55,2025-10-14,2.992,0.548,7.076,0.08750000000000002,0.5833333333333334,3.2183333333333333,0.0,30.48172,27.56125,26.65182,84.69478,0.5613974596215562,0.012926176507786328,6552.191202787807,10,84.69478,0.08469478,0.0457351812,2.078871872727273,0.005200434782608697,0.008469477999999999,0.076225302,0.01829407248,19.884861391304348
56,2025-10-15,2.584,0.881,5.1556999999999995,2.35,24.666666666666668,2.660833333333333,0.0,28.63859,25.67875,24.58616,78.9035,0.8652579849446715,0.019922565103351064,3960.509080566542,10,78.9035,0.07890349999999999,0.042607889999999995,1.9367222727272726,0.002934782608695653,0.007890349999999999,0.07101315,0.017043155999999997,18.525169565217393
57,2025-10-16,2.737,0.646,5.943,5.0125,22.041666666666668,2.16375,0.0,26.56795,24.06864,23.43396,74.07054,0.6485622641526226,0.014933146132114137,4960.142982911637,10,74.07054,0.07407053999999999,0.0399980916,1.8180950727272729,0.004155652173913044,0.007407053999999999,0.066663486,0.01599923664,17.390474608695655
58,2025-10-17,2.49,0.647,5.2881,8.608333333333333,43.625,4.75125,1.7000000000000002,26.09819,23.27163,22.95838,72.32819,0.6453588111963594,0.014859386627796175,4867.508451842951,10,72.32819,0.07232819,0.039057222600000004,1.7753283000000002,0.005458695652173913,0.007232819,0.065095371,0.01562288904,16.981401130434786
59,2025-10-18,2.692,0.53,6.4269,7.075,22.0,4.02625,0.2,26.90744,24.34695,23.72973,74.98411,0.5395791836294127,0.012423810703067226,6035.516138497483,10,74.98411,0.07498411,0.040491419400000006,1.840519063636364,0.004155652173913044,0.007498411000000001,0.06748569900000001,0.016196567760000002,17.604964956521744
60,2025-10-19,1.092,0.803,1.1755,5.3,87.33333333333333,2.79125,0.4,12.51485,10.84763,9.81291,33.17539,0.7674967320028763,0.017671612254366226,1877.3267273224133,10,33.17539,0.03317539,0.0179147106,0.8143050272727274,0.005000869565217392,0.003317539,0.029857851,0.007165884240000001,7.789004608695654
61,2025-10-20,1.82,0.708,3.185,4.8374999999999995,68.41666666666667,4.119583333333334,0.4,20.09191,17.97435,16.42436,54.49062,0.6910522135787315,0.015911477217650294,3424.611005919338,10,54.49062,0.05449062,0.0294249348,1.3374970363636365,0.004390434782608696,0.005449061999999999,0.049041558,0.01176997392,12.793449913043478
62,2025-10-21,2.347,0.599,5.4218,6.604166666666667,45.166666666666664,3.5941666666666667,1.8,23.53112,20.45022,19.3059,63.28724,0.5981794055981797,0.013773080813898088,4594.995183368005,10,63.28724,0.06328724,0.034175109599999996,1.5534140727272727,0.0056582608695652185,0.006328723999999999,0.056958515999999994,0.013670043839999998,14.858743304347827
63,2025-10-22,2.45,0.503,6.1097,5.375,21.5,2.4204166666666667,0.0,23.54562,20.63196,20.97431,65.15189,0.510335109142802,0.011750465888013015,5544.621857628921,10,65.15189,0.06515188999999999,0.035182020599999995,1.5991827545454544,0.0056230434782608705,0.006515188999999999,0.05863670099999999,0.014072808239999998,15.296530695652173
64,2025-10-23,2.402,0.492,6.1187,9.791666666666666,52.416666666666664,3.310416666666667,1.2000000000000002,21.00965,19.07931,19.15356,59.24252,0.4992681218446942,0.011495648505474085,5153.473505369397,10,59.24252,0.05924252,0.0319909608,1.4541345818181821,0.005787391304347827,0.005924252,0.053318268,0.012796384320000001,13.90911339130435
65,2025-10-24,1.873,0.866,2.9124,10.208333333333334,89.79166666666667,2.810416666666667,0.0,11.86016,10.63685,9.28487,31.78188,0.8393558021776303,0.019326167345139936,1644.499886212171,10,31.78188,0.03178188,0.0171622152,0.780100690909091,0.005259130434782609,0.0031781879999999998,0.028603692,0.00686488608,7.461832695652175
66,2025-10-25,2.006,0.603,4.0947000000000005,10.354166666666666,70.0,3.3033333333333332,2.6,22.15588,20.00682,18.83716,60.99986,0.5962007892420602,0.013727523172298438,4443.617339732134,10,60.99986,0.060999859999999996,0.0329399244,1.497269290909091,0.0047426086956521745,0.006099986,0.054899873999999994,0.01317596976,14.321706260869567
67,2025-10-26,0.76,0.696,0.2347,6.083333333333333,87.08333333333333,3.4129166666666664,5.5,7.24776,6.25395,5.30542,18.80713,0.662104427157463,0.015244954435300585,1233.6625917655083,10,18.80713,0.018807130000000002,0.010155850200000002,0.4616295545454547,0.0015260869565217393,0.0018807130000000002,0.016926417000000003,0.004062340080000001,4.415587043478262
68,2025-10-27,0.861,0.815,0.1601,3.2291666666666665,82.41666666666667,5.989999999999999,2.6,6.56137,6.13194,5.00711,17.70041,0.7748243679598585,0.017840331072275742,992.1570361161525,10,17.70041,0.017700410000000003,0.009558221400000002,0.4344646090909092,0.002899565217391305,0.0017700410000000004,0.015930369000000003,0.003823288560000001,4.15574843478261
69,2025-10-28,2.175,0.463,5.626,2.7916666666666665,53.25,4.74875,0.5,22.55485,20.4972,20.64015,63.6922,0.46840922432220333,0.01078512239001873,5905.561169982178,10,63.6922,0.0636922,0.034393788,1.5633540000000001,0.005153478260869566,0.00636922,0.05732298,0.0137575152,14.953820869565218
70,2025-10-29,1.787,0.675,3.6234,3.095833333333333,84.91666666666667,2.9416666666666664,1.4,16.99288,15.26198,14.30792,46.56279,0.6597101492068992,0.015189826185488853,3065.3932067032056,10,46.56279,0.04656279,0.0251439066,1.1429048454545456,0.0017608695652173913,0.004656279,0.041906511,0.01005756264,10.932133304347827
71,2025-10-30,2.015,0.493,5.1845,3.033333333333333,46.083333333333336,1.9358333333333333,0.0,14.10348,13.10382,11.66995,38.87725,0.49372011345465866,0.011367905612293516,3419.913159549569,10,38.87725,0.038877249999999995,0.020993715,0.9542597727272728,0.000786521739130435,0.0038877249999999994,0.034989524999999994,0.008397486,9.127702173913043
72,2025-10-31,1.685,0.848,2.9973,1.6458333333333333,43.25,3.27875,0.0,11.27924,10.71968,9.56568,31.5646,0.8194131705325046,0.018866988251510917,1673.0068190651587,10,31.5646,0.0315646,0.017044884,0.7747674545454546,0.0003991304347826087,0.00315646,0.02840814,0.0068179536,7.410819130434783
73,2025-11-01,1.017,0.681,1.5075,5.154166666666667,73.33333333333333,3.0591666666666666,1.6,7.78614,7.47147,6.65133,21.90894,0.6524131705325047,0.015021813251510922,1458.475061111305,11,21.90894,0.021908940000000002,0.011830827600000001,0.537764890909091,0.00032869565217391307,0.002190894,0.019718046000000003,0.004732331040000001,5.143838086956523
74,2025-11-02,1.917,0.44,5.1324000000000005,4.204166666666667,45.958333333333336,4.088333333333334,4.800000000000001,19.08533,17.97849,17.6501,54.71393,0.44262925145073045,0.010191538514653068,5368.5643164998155,11,54.71393,0.05471393,0.029545522200000004,1.3429782818181821,0.0008804347826086957,0.005471393,0.049242537,0.011818208880000002,12.845879217391307
75,2025-11-03,1.849,0.552,4.7331,2.8041666666666667,43.416666666666664,3.924166666666667,0.2,14.04412,13.42301,12.93317,40.4003,0.5459878899948267,0.012571371167130883,3213.674901718808,11,40.4003,0.0404003,0.021816162,0.9916437272727273,0.0018547826086956526,0.00404003,0.03636027,0.0087264648,9.485287826086957
76,2025-11-04,1.85,0.416,5.3126999999999995,0.5166666666666666,7.583333333333333,2.158333333333333,0.0,17.57108,16.795,16.69161,51.05769,0.4191149093620118,0.00965012078806032,5290.886106127447,11,51.05769,0.05105769,0.027571152600000003,1.2532342090909092,0.006268695652173913,0.0051057690000000005,0.04595192100000001,0.011028461040000001,11.987457652173914
77,2025-11-05,1.549,0.648,3.1376,-0.054166666666666696,60.5,2.6104166666666666,0.0,9.32996,9.162,8.54109,27.03305,0.6305330620183962,0.014518023752973574,1862.0337354430285,11,27.03305,0.02703305,0.014597847,0.6635385,0.005869565217391306,0.002703305,0.024329745,0.0058391388,6.34689
78,2025-11-06,0.832,0.823,0.0299,0.7708333333333334,100.0,2.79125,7.1,5.02786,4.69033,3.77194,13.49013,0.7818028116637149,0.018001009738557037,749.4096273446809,11,13.49013,0.013490130000000001,0.007284670200000001,0.33112137272727277,0.004366956521739132,0.001349013,0.012141117000000002,0.0029138680800000006,3.1672479130434787
79,2025-11-07,0.597,0.587,0.0354,-1.3791666666666667,99.5,2.660833333333333,3.3,0.17403,0.13791,0.1058,0.41774,0.557676310253319,0.01284049704358267,32.53300854181303,11,0.41774,0.00041774,0.00022557960000000002,0.010253618181818183,0.0056700000000000006,4.1774e-05,0.000375966,9.023184e-05,0.09807808695652176
80,2025-11-08,1.058,0.76,1.0591,-1.2125,98.33333333333333,1.3170833333333334,2.7,5.43299,5.16096,4.9274,15.52135,0.7268077937875947,0.01673474945195937,927.4922247600606,11,15.52135,0.01552135,0.008381529,0.380978590909091,0.006104347826086957,0.001552135,0.013969215,0.0033526116000000003,3.6441430434782616
81,2025-11-09,1.42,0.663,2.8334,0.4166666666666667,97.83333333333333,3.6925000000000003,0.0,9.19204,8.59282,7.60903,25.3939,0.6423679121828036,0.014790521178009053,1716.9036637976176,11,25.3939,0.025393899999999997,0.013712706,0.6233048181818183,0.006327391304347826,0.00253939,0.022854509999999998,0.0054850824,5.962046086956523
